x,V,Evac,Ec,Ev,phin,phip,n,p,ND,NA,anion,cation,ntb,nti,mun,mup,G_ehp,Gfree,Rdir,BulkSRHn,BulkSRHp,IntSRHn,IntSRHp,Jn,Jp,Jint,lid,Vext,left_L,left_eps_r,left_E_c,left_E_v,left_N_c,left_mu_n,left_mu_p,left_N_t_int,left_C_n_int,left_C_p_int,left_E_t_int,right_L,right_eps_r,right_E_c,right_E_v,right_N_c,right_mu_n,right_mu_p,right_N_t_int,right_C_n_int,right_C_p_int,right_E_t_int
2.48823e-08,-0.0447363,0.209736,-3.69026,-5.32026,-4.04762,-5.02198,1.72794e+18,1.76466e+19,0,0,6.10724e+21,4.61799e+19,8.9186e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,3.04923e+20,7.86916e+25,7.86916e+25,1.00759e+24,1.09864e+28,-187.139,-0.0479359,-187.187,2,0.82,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.164482,0.329482,-1.87052,-4.87052,-3.90436,-4.87,1.79751e-09,9.79994e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,1.76155,0,0,0.672504,1.63166e+27,1.11028,-188.297,-187.187,3,0.82,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.16,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-185.392,-7.73565e-13,-185.392,1,0.83,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0479619,0.207962,-3.69204,-5.32204,-4.04778,-5.02653,1.841e+18,1.96816e+19,0,0,5.65291e+21,5.87199e+19,8.5538e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,3.62339e+20,8.41763e+25,8.41763e+25,1.11841e+24,1.22529e+28,-185.371,-0.0217704,-185.392,2,0.83,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.159518,0.319518,-1.88048,-4.88048,-3.91114,-4.88,2.03692e-09,9.81386e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,1.999,0,0,0.762071,1.84886e+27,1.11073,-186.503,-185.392,3,0.83,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.155,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-183.505,-2.07859e-12,-183.505,1,0.84,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0511705,0.206171,-3.69383,-5.32383,-4.04794,-5.03121,1.96345e+18,2.20521e+19,0,0,5.20648e+21,7.42373e+19,8.17573e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,4.32981e+20,9.0146e+25,9.0146e+25,1.2475e+24,1.3728e+28,-183.513,0.00869703,-183.505,2,0.84,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.154555,0.309555,-1.89045,-4.89045,-3.91781,-4.89,2.31872e-09,9.82814e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,2.27887,0,0,0.867504,2.10452e+27,1.11121,-184.616,-183.505,3,0.84,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.15,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-181.519,-3.753e-12,-181.519,1,0.85,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0543649,0.204365,-3.69564,-5.32564,-4.04808,-5.03602,2.09592e+18,2.48211e+19,0,0,4.77058e+21,9.33117e+19,7.7866e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,5.2023e+20,9.66359e+25,9.66359e+25,1.39828e+24,1.5451e+28,-181.563,0.044274,-181.519,2,0.85,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.149593,0.299593,-1.90041,-4.90041,-3.92437,-4.9,2.65126e-09,9.84276e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,2.60958,0,0,0.991917,2.40619e+27,1.11169,-182.631,-181.519,3,0.85,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.145,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-179.429,-5.85658e-12,-179.429,1,0.86,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0575481,0.202548,-3.69745,-5.32745,-4.04822,-5.04096,2.23906e+18,2.80646e+19,0,0,4.3478e+21,1.16606e+20,7.38875e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,6.28383e+20,1.03681e+26,1.03681e+26,1.57489e+24,1.74691e+28,-179.515,0.0859319,-179.429,2,0.86,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.144631,0.289631,-1.91037,-4.91037,-3.93081,-4.91,3.04464e-09,9.85773e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,3.00132,0,0,1.13909,2.76302e+27,1.11218,-180.541,-179.429,3,0.86,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.14,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-177.227,-8.43676e-12,-177.227,1,0.87,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0607234,0.200723,-3.69928,-5.32928,-4.04835,-5.04602,2.39349e+18,3.18743e+19,0,0,3.94062e+21,1.44872e+20,6.98468e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,7.62908e+20,1.11316e+26,1.11316e+26,1.78227e+24,1.98391e+28,-177.362,0.134843,-177.227,2,0.87,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.139671,0.279671,-1.92033,-4.92033,-3.93715,-4.92,3.51111e-09,9.87301e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,3.46652,0,0,1.31361,3.18614e+27,1.11265,-178.34,-177.227,3,0.87,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.135,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-174.906,-1.11973e-11,-174.906,1,0.88,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0638944,0.198894,-3.70111,-5.33111,-4.04847,-5.0512,2.5598e+18,3.63611e+19,0,0,3.55133e+21,1.78961e+20,6.57692e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,9.30772e+20,1.19572e+26,1.19572e+26,2.02646e+24,2.26301e+28,-175.098,0.192426,-174.906,2,0.88,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.134711,0.269711,-1.93029,-4.93029,-3.94338,-4.93,4.06566e-09,9.88859e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,4.02037,0,0,1.52109,3.68912e+27,1.1131,-176.019,-174.906,3,0.88,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.13,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-172.454,-1.47225e-11,-172.454,1,0.89,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0670646,0.197065,-3.70294,-5.33294,-4.04858,-5.05649,2.73861e+18,4.16599e+19,0,0,3.18192e+21,2.19825e+20,6.16824e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,1.1409e+21,1.28484e+26,1.28484e+26,2.31474e+24,2.59257e+28,-172.714,0.260403,-172.454,2,0.89,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.129752,0.259752,-1.94025,-4.94025,-3.94951,-4.94,4.72665e-09,9.90445e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,4.68148,0,0,1.76838,4.28861e+27,1.11351,-173.567,-172.454,3,0.89,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.125,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-169.859,-1.85659e-11,-169.859,1,0.9,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0702373,0.195237,-3.70476,-5.33476,-4.04869,-5.06188,2.93046e+18,4.79348e+19,0,0,2.83407e+21,2.68529e+20,5.76122e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,1.40471e+21,1.38082e+26,1.38082e+26,2.656e+24,2.98278e+28,-170.2,0.340869,-169.859,2,0.9,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.124793,0.249793,-1.95021,-4.95021,-3.95554,-4.95,5.51666e-09,9.92057e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,5.47284,0,0,2.06395,5.00506e+27,1.11386,-170.973,-169.859,3,0.9,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.12,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-167.108,-2.23776e-11,-167.108,1,0.91,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.073416,0.193416,-3.70658,-5.33658,-4.04879,-5.06738,3.13589e+18,5.53856e+19,0,0,2.50905e+21,3.26249e+20,5.35852e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,1.73683e+21,1.48393e+26,1.48393e+26,3.06107e+24,3.44602e+28,-167.545,0.436375,-167.108,2,0.91,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.119835,0.239835,-1.96017,-4.96017,-3.96147,-4.96,6.46363e-09,9.93691e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,6.42286,0,0,2.41824,5.86381e+27,1.11414,-168.222,-167.108,3,0.91,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.115,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-164.185,-2.57231e-11,-164.185,1,0.92,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0766038,0.191604,-3.7084,-5.3384,-4.04888,-5.07297,3.35545e+18,6.42574e+19,0,0,2.20772e+21,3.94282e+20,4.96275e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,2.15613e+21,1.59447e+26,1.59447e+26,3.54318e+24,3.9975e+28,-164.735,0.550046,-164.185,2,0.92,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.114877,0.229877,-1.97012,-4.97012,-3.9673,-4.97,7.60229e-09,9.95346e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,7.56691,0,0,2.84424,6.89631e+27,1.11433,-165.299,-164.185,3,0.92,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.11,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-161.072,-2.6119e-11,-161.072,1,0.93,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0798029,0.189803,-3.7102,-5.3402,-4.04897,-5.07865,3.58956e+18,7.48481e+19,0,0,1.93057e+21,4.74029e+20,4.57633e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,2.68672e+21,1.71265e+26,1.71265e+26,4.11846e+24,4.65567e+28,-161.758,0.685681,-161.072,2,0.93,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.10992,0.21992,-1.98008,-4.98008,-3.97304,-4.98,8.97581e-09,9.9702e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,8.94906,0,0,3.35812,8.1417e+27,1.11441,-162.186,-161.072,3,0.93,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.105,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-157.749,-2.42198e-11,-157.749,1,0.94,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0830159,0.188016,-3.71198,-5.34198,-4.04905,-5.08441,3.83881e+18,8.75241e+19,0,0,1.67765e+21,5.67006e+20,4.20171e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,3.35988e+21,1.83876e+26,1.83876e+26,4.80671e+24,5.44322e+28,-158.597,0.847948,-157.749,2,0.94,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.104963,0.209963,-1.99004,-4.99004,-3.97867,-4.99,1.06386e-08,9.9871e+25,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,10.6248,0,0,3.9802,9.64925e+27,1.11437,-158.863,-157.749,3,0.94,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.1,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-154.194,-1.60653e-11,-154.194,1,0.95,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0862449,0.186245,-3.71376,-5.34376,-4.04912,-5.09025,4.10364e+18,1.02733e+20,0,0,1.44865e+21,6.74817e+20,3.84104e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,4.21579e+21,1.97301e+26,1.97301e+26,5.63208e+24,6.38785e+28,-155.237,1.04254,-154.194,2,0.95,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.100007,0.200007,-1.99999,-4.99999,-3.98421,-5,1.26591e-08,1.00042e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,12.6643,0,0,4.73614,1.1481e+28,1.1142,-155.308,-154.194,3,0.95,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.095,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-150.383,5.26549e-12,-150.383,1,0.96,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0894916,0.184492,-3.71551,-5.34551,-4.04919,-5.09617,4.38448e+18,1.21022e+20,0,0,1.24295e+21,7.99134e+20,3.49622e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,5.30617e+21,2.11559e+26,2.11559e+26,6.62408e+24,7.52334e+28,-151.659,1.27642,-150.383,2,0.96,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.0950504,0.19005,-2.00995,-5.00995,-3.98964,-5.01,1.51243e-08,1.00213e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,15.1565,0,0,5.65844,1.37158e+28,1.11389,-151.497,-150.383,3,0.96,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.09,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-146.289,4.07828e-11,-146.289,1,0.97,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0927576,0.182758,-3.71724,-5.34724,-4.04926,-5.10216,4.68188e+18,1.43058e+20,0,0,1.05962e+21,9.41665e+20,3.16901e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,6.69779e+21,2.26676e+26,2.26676e+26,7.8187e+24,8.89094e+28,-147.847,1.55806,-146.289,2,0.97,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.0900943,0.180094,-2.01991,-5.01991,-3.99497,-5.02,1.81453e-08,1.00386e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,18.2154,0,0,6.7887,1.64543e+28,1.11341,-147.403,-146.289,3,0.97,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.085,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-141.884,1.02894e-10,-141.884,1,0.98,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0960441,0.181044,-3.71896,-5.34896,-4.04932,-5.10821,4.99624e+18,1.69652e+20,0,0,8.97517e+20,1.10411e+21,2.86074e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,8.47622e+21,2.42665e+26,2.42665e+26,9.25962e+24,1.05407e+29,-143.782,1.89775,-141.884,2,0.98,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.0851385,0.170138,-2.02986,-5.02986,-4.00019,-5.03,2.18648e-08,1.0056e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,21.9873,0,0,8.18028,1.98257e+28,1.11277,-142.997,-141.884,3,0.98,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.08,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-137.138,2.05483e-10,-137.138,1,0.99,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.0993522,0.179352,-3.72065,-5.35065,-4.04938,-5.11431,5.32796e+18,2.01786e+20,0,0,7.55302e+20,1.28808e+21,2.57248e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,1.07511e+22,2.59545e+26,2.59545e+26,1.09996e+25,1.25329e+29,-139.446,2.30792,-137.138,2,0.99,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.0801827,0.160183,-2.03982,-5.03982,-4.00528,-5.04,2.64675e-08,1.00735e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,26.6621,0,0,9.90229,2.39974e+28,1.11195,-138.25,-137.138,3,0.99,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.075,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-132.017,3.74102e-10,-132.017,1,1,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.102683,0.177683,-3.72232,-5.35232,-4.04943,-5.12045,5.67739e+18,2.40637e+20,0,0,6.3151e+20,1.49507e+21,2.30493e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,1.36619e+22,2.77327e+26,2.77327e+26,1.31019e+25,1.49401e+29,-134.82,2.80347,-132.017,2,1,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.0752271,0.150227,-2.04977,-5.04977,-4.01026,-5.05,3.21941e-08,1.00911e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,32.4873,0,0,12.0448,2.91875e+28,1.11094,-133.128,-132.017,3,1,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.07,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-126.487,6.22856e-10,-126.487,1,1.01,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
2.48823e-08,-0.106037,0.176037,-3.72396,-5.35396,-4.04948,-5.12663,6.04496e+18,2.8761e+20,0,0,5.24591e+20,1.72633e+21,2.05853e+19,0,0.0001,0.0001,1.33969e+28,1.33969e+28,1.73859e+22,2.96026e+26,2.96026e+26,1.56418e+25,1.78484e+29,-129.889,3.40211,-126.487,2,1.01,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7
5.24966e-07,-0.0702717,0.140272,-2.05973,-5.05973,-4.01511,-5.06,3.93612e-08,1.01087e+26,0,1e+26,0,0,0,0,1e-09,1e-07,0,0,39.7891,0,0,14.7262,3.56825e+28,1.10973,-127.597,-126.487,3,1.01,5e-07,24,3.9,5.53,2.2e+24,0.0001,0.0001,1e+12,2e-14,2e-14,4.7,4e-08,3.3,2.2,5.2,1e+26,1e-09,1e-07,5e+11,2e-14,2e-14,4.7
0,0.065,0,-4,-5.9,-4.05,-4.05,6.99503e+25,1.24248e-05,0,0,0,0,0,0,1e-06,1e-09,0,0,0,0,0,0,0,-120.514,9.94418e-10,-120.514,1,1.02,0,0,0,0,0,0,0,0,0,0,0,2.5e-08,5,4,5.9,5e+26,1e-06,1e-09,4e+12,2e-14,2e-14,4.7
